Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Voting with random classifiers (VORACE): theoretical and experimental analysis","Autonomous Agents and Multi-Agent Systems","","35","2","10.1007/s10458-021-09504-y","Cristina CornelioMichele DoniniAndrea LoreggiaMaria Silvia PiniFrancesca Rossi","2021","http://link.springer.com/article/10.1007/s10458-021-09504-y","Article"
"Aggregation-based minimization of finite state automata","Acta Informatica","","58","3","10.1007/s00236-019-00363-5","Johanna BjörklundLoek Cleophas","2021","http://link.springer.com/article/10.1007/s00236-019-00363-5","Article"
"Real-Time Detection of Dictionary DGA Network Traffic Using Deep Learning","SN Computer Science","","2","2","10.1007/s42979-021-00507-w","Kate HighnamDomenic PuzioSong LuoNicholas R. Jennings","2021","http://link.springer.com/article/10.1007/s42979-021-00507-w","Article"
"Security Threat Analysis and Countermeasures on Consensus-Based Time Synchronization Algorithms for Wireless Sensor Network","SN Computer Science","","2","5","10.1007/s42979-021-00796-1","Suresh Kumar JhaAnil GuptaNiranjan Panigrahi","2021","http://link.springer.com/article/10.1007/s42979-021-00796-1","Article"
"Design of a Structured Hypercube Network Chip Topology Model for Energy Efficiency in Wireless Sensor Network Using Machine Learning","SN Computer Science","","2","5","10.1007/s42979-021-00766-7","Namit GuptaKunwar Singh VaislaRajeev Kumar","2021","http://link.springer.com/article/10.1007/s42979-021-00766-7","Article"
"Evaluation of a machine learning classifier for metamodels","Software and Systems Modeling","","","","10.1007/s10270-021-00913-x","Phuong T. NguyenJuri Di RoccoLudovico IovinoDavide Di RuscioAlfonso Pierantonio","2021","http://link.springer.com/article/10.1007/s10270-021-00913-x","Article"
"Structural Models: A Computational Look for Signal Extraction and Forecasting Seasonal Time Series","SN Computer Science","","2","2","10.1007/s42979-021-00474-2","António Casimiro Puindi","2021","http://link.springer.com/article/10.1007/s42979-021-00474-2","Article"
"Automatic calibration of dynamic and heterogeneous parameters in agent-based models","Autonomous Agents and Multi-Agent Systems","","35","2","10.1007/s10458-021-09528-4","Dongjun KimTae-Sub YunIl-Chul MoonJang Won Bae","2021","http://link.springer.com/article/10.1007/s10458-021-09528-4","Article"
"Age Detection in a Surveillance Video Using Deep Learning Technique","SN Computer Science","","2","4","10.1007/s42979-021-00620-w","S. VasaviP. VineelaS. Venkat Raman","2021","http://link.springer.com/article/10.1007/s42979-021-00620-w","Article"
"Minimal Block Knight’s Tour and Edge with LSB Pixel Replacement Based Encrypted Image Steganography","SN Computer Science","","2","3","10.1007/s42979-021-00542-7","B. S. ShashikiranK. ShailaK. R. Venugopal","2021","http://link.springer.com/article/10.1007/s42979-021-00542-7","Article"
"Linear-bounded composition of tree-walking tree transducers: linear size increase and complexity","Acta Informatica","","58","1 - 2","10.1007/s00236-019-00360-8","Joost EngelfrietKazuhiro InabaSebastian Maneth","2021","http://link.springer.com/article/10.1007/s00236-019-00360-8","Article"
"Determining Sequence of Image Processing Technique (IPT) to Detect Adversarial Attacks","SN Computer Science","","2","5","10.1007/s42979-021-00773-8","Kishor Datta GuptaDipankar DasguptaZahid Akhtar","2021","http://link.springer.com/article/10.1007/s42979-021-00773-8","Article"
"Analysis of Five Techniques for the Internal Representation of a Digital Image Inside a Quantum Processor","SN Computer Science","","2","6","10.1007/s42979-021-00847-7","Mario MastrianiSundaraja Sitharama IyengarLatesh Kumar","2021","http://link.springer.com/article/10.1007/s42979-021-00847-7","Article"
"A differentially private distributed data mining scheme with high efficiency for edge computing","Journal of Cloud Computing","","10","1","10.1186/s13677-020-00225-3","Xianwen SunRuzhi XuLongfei WuZhitao Guan","2021","http://link.springer.com/article/10.1186/s13677-020-00225-3","Article"
"Automatic generation of regular expressions for the Regex Golf challenge using a local search algorithm","Genetic Programming and Evolvable Machines","","","","10.1007/s10710-021-09411-x","André de Almeida FarzatMárcio de Oliveira Barros","2021","http://link.springer.com/article/10.1007/s10710-021-09411-x","Article"
"A parallel approach for high utility-based frequent pattern mining in a big data environment","Iran Journal of Computer Science","","4","3","10.1007/s42044-021-00083-5","Krishna Kumar MohbeySunil Kumar","2021","http://link.springer.com/article/10.1007/s42044-021-00083-5","Article"
"TestDCat 3.0: catalog of test debt subtypes and management activities","Software Quality Journal","","","","10.1007/s11219-020-09533-y","Bruno S. AragãoRossana M. C. AndradeIsmayle S. SantosRute N. S. CastroValéria LelliTicianne G. R. Darin","2021","http://link.springer.com/article/10.1007/s11219-020-09533-y","Article"
"Full Non-Binary Constant-Weight Codes","SN Computer Science","","2","4","10.1007/s42979-021-00739-w","Alexandr KuznetsovNatalia KryvinskaAnastasiia KiianOleksii SmirnovKateryna Kuznetsova","2021","http://link.springer.com/article/10.1007/s42979-021-00739-w","Article"
"A Machine Learning Based Approach for Deepfake Detection in Social Media Through Key Video Frame Extraction","SN Computer Science","","2","2","10.1007/s42979-021-00495-x","Alakananda MitraSaraju P. MohantyPeter CorcoranElias Kougianos","2021","http://link.springer.com/article/10.1007/s42979-021-00495-x","Article"
"100 Mbps Reconciliation for Quantum Key Distribution Using a Single Graphics Processing Unit","SN Computer Science","","2","2","10.1007/s42979-021-00543-6","Yu GuoChaohui GaoDong JiangLijun Chen","2021","http://link.springer.com/article/10.1007/s42979-021-00543-6","Article"
"An exploration of semi-supervised and language-adversarial transfer learning using hybrid acoustic model for hindi speech recognition","Journal of Reliable Intelligent Environments","","","","10.1007/s40860-021-00140-7","Ankit KumarRajesh Kumar Aggarwal","2021","http://link.springer.com/article/10.1007/s40860-021-00140-7","Article"
"Consistent change propagation within models","Software and Systems Modeling","","20","2","10.1007/s10270-020-00823-4","Roland KretschmerDjamel Eddine KhelladiRoberto Erick Lopez-HerrejonAlexander Egyed","2021","http://link.springer.com/article/10.1007/s10270-020-00823-4","Article"
"Reaching consensus under a deadline","Autonomous Agents and Multi-Agent Systems","","35","1","10.1007/s10458-020-09490-7","Marina BannikovaLihi DerySvetlana ObraztsovaZinovi RabinovichJeffrey S. Rosenschein","2021","http://link.springer.com/article/10.1007/s10458-020-09490-7","Article"
"Test model coverage analysis under uncertainty: extended version","Software and Systems Modeling","","20","2","10.1007/s10270-020-00848-9","I. S. W. B. PrasetyaRick Klomp","2021","http://link.springer.com/article/10.1007/s10270-020-00848-9","Article"
"Clustering Using Student t Mixture Copulas","SN Computer Science","","2","2","10.1007/s42979-021-00503-0","Till Massing","2021","http://link.springer.com/article/10.1007/s42979-021-00503-0","Article"
"Towards addressing dynamic multi-agent task allocation in law enforcement","Autonomous Agents and Multi-Agent Systems","","35","1","10.1007/s10458-021-09494-x","Itshak TkachSofia Amador","2021","http://link.springer.com/article/10.1007/s10458-021-09494-x","Article"
"Benchmarking state-of-the-art symbolic regression algorithms","Genetic Programming and Evolvable Machines","","22","1","10.1007/s10710-020-09387-0","Jan ŽegklitzPetr Pošík","2021","http://link.springer.com/article/10.1007/s10710-020-09387-0","Article"
"Fault Recovery Methods for Asynchronous Linear Solvers","International Journal of Parallel Programming","","49","1","10.1007/s10766-020-00676-w","Evan ColemanErik J. JensenMasha Sosonkina","2021","http://link.springer.com/article/10.1007/s10766-020-00676-w","Article"
"Pure Functions in C: A Small Keyword for Automatic Parallelization","International Journal of Parallel Programming","","49","1","10.1007/s10766-020-00660-4","Tim SüßLars NagelMarc-André VefAndré BrinkmannDustin FeldThomas Soddemann","2021","http://link.springer.com/article/10.1007/s10766-020-00660-4","Article"
"An Efficient Sign Language Recognition (SLR) System Using Camshift Tracker and Hidden Markov Model (HMM)","SN Computer Science","","2","2","10.1007/s42979-021-00485-z","Partha Pratim RoyPradeep KumarByung-Gyu Kim","2021","http://link.springer.com/article/10.1007/s42979-021-00485-z","Article"
"Modular FER: A Modular Facial Expression Recognition from Image Sequence Based on Two Dimensional (2D) Taylor Expansion","SN Computer Science","","2","3","10.1007/s42979-021-00610-y","SujataSuman K. Mitra","2021","http://link.springer.com/article/10.1007/s42979-021-00610-y","Article"
"Smart Simon Bot with Public Sentiment Analysis for Novel Covid-19 Tweets Stratification","SN Computer Science","","2","3","10.1007/s42979-021-00625-5","B. N. RamyaShyleshwari M. ShettyA. M. AmareshR. Rakshitha","2021","http://link.springer.com/article/10.1007/s42979-021-00625-5","Article"
"Testing stability prop﻿erties in graphical hedonic games","Autonomous Agents and Multi-Agent Systems","","35","2","10.1007/s10458-021-09505-x","Hendrik FichtenbergerAnja Rey","2021","http://link.springer.com/article/10.1007/s10458-021-09505-x","Article"
"Fuzzy cognitive maps for decision-making in dynamic environments","Genetic Programming and Evolvable Machines","","22","1","10.1007/s10710-020-09393-2","Tomas Nachazel","2021","http://link.springer.com/article/10.1007/s10710-020-09393-2","Article"
"Playground for multi-level modeling constructs","Software and Systems Modeling","","","","10.1007/s10270-021-00900-2","Ferenc A. SomogyiGergely MezeiZoltán TheiszSándor BácsiDániel Palatinszky","2021","http://link.springer.com/article/10.1007/s10270-021-00900-2","Article"
"Mixture of Conditional Gaussian Graphical Models for Unlabelled Heterogeneous Populations in the Presence of Co-factors","SN Computer Science","","2","6","10.1007/s42979-021-00865-5","Thomas LartigueStanley DurrlemanStéphanie Allassonnière","2021","http://link.springer.com/article/10.1007/s42979-021-00865-5","Article"
"The descriptional power of queue automata of constant length","Acta Informatica","","58","4","10.1007/s00236-021-00398-7","Sebastian JakobiKatja MeckelCarlo MereghettiBeatrice Palano","2021","http://link.springer.com/article/10.1007/s00236-021-00398-7","Article"
"Po-Miner: A Web Mining Poem Generator and its Security Model","SN Computer Science","","2","5","10.1007/s42979-021-00802-6","Prakash HegadeRajaram M. JoshiVibha G. HegdeTejaswini KaleSrushti Basavaraddi","2021","http://link.springer.com/article/10.1007/s42979-021-00802-6","Article"
"IoT-based collection vendor machine (CVM) for E-waste management","Journal of Reliable Intelligent Environments","","7","1","10.1007/s40860-020-00124-z","Kuldeep SinghGayatri AroraPushpa SinghAnkit Gupta","2021","http://link.springer.com/article/10.1007/s40860-020-00124-z","Article"
"Pyramid based Progressive Transmission System with Hybrid Compression Scheme for Medical Images","SN Computer Science","","2","3","10.1007/s42979-021-00534-7","H. K. RavikiranJ. Jayanth","2021","http://link.springer.com/article/10.1007/s42979-021-00534-7","Article"
"Machine intelligence today: applications, methodology, and technology","Informatik Spektrum","","44","2","10.1007/s00287-021-01343-1","Bernhard G. HummHermann BenseMichael FuchsBenjamin GernhardtMatthias HemmjeThomas HoppeLukas KauppSebastian LotharyKai-Uwe SchäferBernhard ThullTobias VogelRigo Wenning","2021","http://link.springer.com/article/10.1007/s00287-021-01343-1","Article"
"Hybrid Machine Learning Classifier and Ensemble Techniques to Detect Parkinson’s Disease Patients","SN Computer Science","","2","3","10.1007/s42979-021-00587-8","Sunil YadavMunindra Kumar Singh","2021","http://link.springer.com/article/10.1007/s42979-021-00587-8","Article"
"EGRNN++ and PNN++ : Parallel and Distributed Neural Networks for Big Data Regression and Classification","SN Computer Science","","2","2","10.1007/s42979-021-00504-z","Sk KamaruddinVadlamani Ravi","2021","http://link.springer.com/article/10.1007/s42979-021-00504-z","Article"
"Text Region Identification in Indian Street Scene Images Using Stroke Width Transform and Support Vector Machine","SN Computer Science","","2","5","10.1007/s42979-021-00745-y","S. S. ShiravaleS. S. SannakkiR. Jayadevan","2021","http://link.springer.com/article/10.1007/s42979-021-00745-y","Article"
"EvoStencils: a grammar-based genetic programming approach for constructing efficient geometric multigrid methods","Genetic Programming and Evolvable Machines","","","","10.1007/s10710-021-09412-w","Jonas SchmittSebastian KuckukHarald Köstler","2021","http://link.springer.com/article/10.1007/s10710-021-09412-w","Article"
"Implications on Feature Detection When Using the Benefit–Cost Ratio","SN Computer Science","","2","4","10.1007/s42979-021-00705-6","Rudolf JagdhuberJörg Rahnenführer","2021","http://link.springer.com/article/10.1007/s42979-021-00705-6","Article"
"Breast Cancer Management System Using Decision Tree and Neural Network","SN Computer Science","","2","3","10.1007/s42979-021-00644-2","Amrit Kumar VermaManomita ChakrabortySaroj Kr. Biswas","2021","http://link.springer.com/article/10.1007/s42979-021-00644-2","Article"
"Evaluating the Clinical Realism of Synthetic Chest X-Rays Generated Using Progressively Growing GANs","SN Computer Science","","2","4","10.1007/s42979-021-00720-7","Bradley SegalDavid M. RubinGrace RubinAdam Pantanowitz","2021","http://link.springer.com/article/10.1007/s42979-021-00720-7","Article"
"Neural predictive monitoring and a comparison of frequentist and Bayesian approaches","International Journal on Software Tools for Technology Transfer","","23","4","10.1007/s10009-021-00623-1","Luca BortolussiFrancesca CairoliNicola PaolettiScott A. SmolkaScott D. Stoller","2021","http://link.springer.com/article/10.1007/s10009-021-00623-1","Article"
"Security and privacy in the Internet of Things: threats and challenges","Service Oriented Computing and Applications","","","","10.1007/s11761-021-00327-z","Youakim BadrXiaoyang ZhuMansour Naser Alraja","2021","http://link.springer.com/article/10.1007/s11761-021-00327-z","Article"
"A Review of Graph-Based Models for Entity-Oriented Search","SN Computer Science","","2","6","10.1007/s42979-021-00828-w","José DevezasSérgio Nunes","2021","http://link.springer.com/article/10.1007/s42979-021-00828-w","Article"
"Explainability with Association Rule Learning for Weather Forecast","SN Computer Science","","2","2","10.1007/s42979-021-00525-8","Lassana CoulibalyBernard Kamsu-FoguemFana Tangara","2021","http://link.springer.com/article/10.1007/s42979-021-00525-8","Article"
"Diversity Forests: Using Split Sampling to Enable Innovative Complex Split Procedures in Random Forests","SN Computer Science","","3","1","10.1007/s42979-021-00920-1","Roman Hornung","2021","http://link.springer.com/article/10.1007/s42979-021-00920-1","Article"
"Prediction of quality of service of fog nodes for service recommendation in fog computing based on trustworthiness of users","Journal of Reliable Intelligent Environments","","","","10.1007/s40860-021-00149-y","Vijay L. HallappanavarMahantesh N. Birje","2021","http://link.springer.com/article/10.1007/s40860-021-00149-y","Article"
"CE-SKE: cost-effective secure key exchange scheme in Fog Federation","Iran Journal of Computer Science","","","","10.1007/s42044-021-00086-2","Yashar salamiYaser EbazadehVahid Khajehvand","2021","http://link.springer.com/article/10.1007/s42044-021-00086-2","Article"
"Robust Detection of COVID-19 in Cough Sounds","SN Computer Science","","2","1","10.1007/s42979-020-00422-6","Pauline MouawadTammuz DubnovShlomo Dubnov","2021","http://link.springer.com/article/10.1007/s42979-020-00422-6","Article"
"Energy Consumption and Price Forecasting Through Data-Driven Analysis Methods: A Review","SN Computer Science","","2","4","10.1007/s42979-021-00698-2","Harsh PatelManan Shah","2021","http://link.springer.com/article/10.1007/s42979-021-00698-2","Article"
"Min-max exclusive virtual machine placement in cloud computing for scientific data environment","Journal of Cloud Computing","","10","1","10.1186/s13677-020-00221-7","Moon-Hyun KimJun-Yeong LeeSyed Asif Raza ShahTae-Hyung KimSeo-Young Noh","2021","http://link.springer.com/article/10.1186/s13677-020-00221-7","Article"
"An Agent-Based Model to Study Informational Cascades in Financial Markets","New Generation Computing","","39","2","10.1007/s00354-021-00133-3","Sadek BenhammadaFrédéric AmblardSalim Chikhi","2021","http://link.springer.com/article/10.1007/s00354-021-00133-3","Article"
"Modified Chebyshev polynomial-based access control mechanism for secured data access in cloud computing environment","Service Oriented Computing and Applications","","15","3","10.1007/s11761-020-00307-9","J. V. Bibal BenifaG. Venifa Mini","2021","http://link.springer.com/article/10.1007/s11761-020-00307-9","Article"
"Advanced consistency management of highly-distributed transactional database in a hybrid cloud environment using novel R-TBC/RTA approach","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00230-0","Jasmina DizdarevicZikrija AvdagicFahrudin OrucevicSamir Omanovic","2021","http://link.springer.com/article/10.1186/s13677-021-00230-0","Article"
"Change Detection and Patch Analysis of Sundarban Forest During 1975–2018 Using Remote Sensing and GIS Data","SN Computer Science","","2","5","10.1007/s42979-021-00749-8","Krishan KunduPrasun HalderJyotsna Kumar Mandal","2021","http://link.springer.com/article/10.1007/s42979-021-00749-8","Article"
"LJST: A Semi-supervised Joint Sentiment-Topic Model for Short Texts","SN Computer Science","","2","4","10.1007/s42979-021-00649-x","Ayan SenguptaSuman RoyGaurav Ranjan","2021","http://link.springer.com/article/10.1007/s42979-021-00649-x","Article"
"Quantum Computing Opportunities in Renewable Energy","SN Computer Science","","2","5","10.1007/s42979-021-00786-3","Annarita GianiZachary Eldredge","2021","http://link.springer.com/article/10.1007/s42979-021-00786-3","Article"
"Imputation Method for Fetal Heart Rate Signal Evaluation Based on Optimal Transport Theory","SN Computer Science","","2","6","10.1007/s42979-021-00805-3","Chuan WangShun LongRongdan ZengYaosheng Lu","2021","http://link.springer.com/article/10.1007/s42979-021-00805-3","Article"
"Deep Regularized Discriminative Network","SN Computer Science","","2","4","10.1007/s42979-021-00647-z","Nazneen N. SultanaBappaditya MandalN. B. Puhan","2021","http://link.springer.com/article/10.1007/s42979-021-00647-z","Article"
"The Effect of Pre-processing Techniques on the Accuracy of Sentiment Analysis Using Bag-of-Concepts Text Representation","SN Computer Science","","2","4","10.1007/s42979-021-00453-7","Yassin S. MehannaM. Mahmuddin","2021","http://link.springer.com/article/10.1007/s42979-021-00453-7","Article"
"Implicit Aspect-Based Opinion Mining and Analysis of Airline Industry Based on User-Generated Reviews","SN Computer Science","","2","4","10.1007/s42979-021-00669-7","Kanishk VermaBrian Davis","2021","http://link.springer.com/article/10.1007/s42979-021-00669-7","Article"
"Crawler by Contextual Inference","SN Computer Science","","2","3","10.1007/s42979-021-00574-z","Prakash HegadeNikhil LingadhalSourabh JainUsman KhanK. L. Vijeth","2021","http://link.springer.com/article/10.1007/s42979-021-00574-z","Article"
"Visibility estimation via deep label distribution learning in cloud environment","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00261-7","Mofei SongXu HanXiao Fan LiuQian Li","2021","http://link.springer.com/article/10.1186/s13677-021-00261-7","Article"
"Finite automata with undirected state graphs","Acta Informatica","","","","10.1007/s00236-021-00402-0","Martin KutribAndreas MalcherChristian Schneider","2021","http://link.springer.com/article/10.1007/s00236-021-00402-0","Article"
"Behavior science led technology for financial wellness","CSI Transactions on ICT","","9","2","10.1007/s40012-021-00331-w","Jayasree RaveendranJohn SorenV. RamanathanR. SudharshanSuman MahalanabisA. K. SureshVivek Balaraman","2021","http://link.springer.com/article/10.1007/s40012-021-00331-w","Article"
"Stock selection heuristics for performing frequent intraday trading with genetic programming","Genetic Programming and Evolvable Machines","","22","1","10.1007/s10710-020-09390-5","Alexander LoginovMalcolm HeywoodGarnett Wilson","2021","http://link.springer.com/article/10.1007/s10710-020-09390-5","Article"
"Monoparametric Tiling of Polyhedral Programs","International Journal of Parallel Programming","","49","3","10.1007/s10766-021-00694-2","Guillaume IoossChristophe AliasSanjay Rajopadhye","2021","http://link.springer.com/article/10.1007/s10766-021-00694-2","Article"
"Analysis of Multi-objective Bayesian Optimization Using Random Scalarizations for Correlated Observations","SN Computer Science","","2","3","10.1007/s42979-021-00505-y","Hiroshi Ohno","2021","http://link.springer.com/article/10.1007/s42979-021-00505-y","Article"
"A Semi-supervised Approach for Sentiment Analysis of Arab(ic+izi) Messages: Application to the Algerian Dialect","SN Computer Science","","2","2","10.1007/s42979-021-00510-1","Imane GuellilAhsan AdeelFaical AzouaouFodil BenaliAla-Eddine HachaniKia DashtipourMandar GogateCosimo IeracitanoReza KashaniAmir Hussain","2021","http://link.springer.com/article/10.1007/s42979-021-00510-1","Article"
"Learning Accurate Integer Transformer Machine-Translation Models","SN Computer Science","","2","4","10.1007/s42979-021-00688-4","Ephrem Wu","2021","http://link.springer.com/article/10.1007/s42979-021-00688-4","Article"
"Discrete transformation technique for video compression","Iran Journal of Computer Science","","","","10.1007/s42044-021-00085-3","Gabriel Babatunde IwasokunMonday Olutayo Olaoye","2021","http://link.springer.com/article/10.1007/s42044-021-00085-3","Article"
"An Empirical Study on the Relation Between Network Interpretability and Adversarial Robustness","SN Computer Science","","2","1","10.1007/s42979-020-00390-x","Adam NoackIsaac AhernDejing DouBoyang Li","2021","http://link.springer.com/article/10.1007/s42979-020-00390-x","Article"
"Candidate-Label Learning: A Generalization of Ordinary-Label Learning and Complementary-Label Learning","SN Computer Science","","2","4","10.1007/s42979-021-00681-x","Yasuhiro KatsuraMasato Uchida","2021","http://link.springer.com/article/10.1007/s42979-021-00681-x","Article"
"DermaDL: Advanced Convolutional Neural Networks for Computer-Aided Skin-Lesion Classification","SN Computer Science","","2","4","10.1007/s42979-021-00641-5","Daniel M. LimaJose F. Rodrigues-JrBruno BrandoliLorraine GoeuriotSihem Amer-Yahia","2021","http://link.springer.com/article/10.1007/s42979-021-00641-5","Article"
"Selection of Characteristics by Hybrid Method: RFE, Ridge, Lasso, and Bayesian for the Power Forecast for a Photovoltaic System","SN Computer Science","","2","3","10.1007/s42979-021-00584-x","Jose CruzWilson MamaniChristian RomeroFerdinand Pineda","2021","http://link.springer.com/article/10.1007/s42979-021-00584-x","Article"
"On the dominant set selection problem and its application to value alignment","Autonomous Agents and Multi-Agent Systems","","35","2","10.1007/s10458-021-09519-5","Marc SerramiaMaite López-SánchezStefano MorettiJuan Antonio Rodríguez-Aguilar","2021","http://link.springer.com/article/10.1007/s10458-021-09519-5","Article"
"Evolving continuous optimisers from scratch","Genetic Programming and Evolvable Machines","","","","10.1007/s10710-021-09414-8","Michael A. Lones","2021","http://link.springer.com/article/10.1007/s10710-021-09414-8","Article"
"An efficient population-based multi-objective task scheduling approach in fog computing systems","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00264-4","Zahra MovahediBruno DefudeAmir mohammad Hosseininia","2021","http://link.springer.com/article/10.1186/s13677-021-00264-4","Article"
"Using Reinforcement Learning for Generating Polynomial Models to Explain Complex Data","SN Computer Science","","2","2","10.1007/s42979-021-00488-w","Niclas StåhlGunnar MathiasonDellainey Alcacoas","2021","http://link.springer.com/article/10.1007/s42979-021-00488-w","Article"
"Fast-Reactive Probabilistic Motion Planning for High-Dimensional Robots","SN Computer Science","","2","6","10.1007/s42979-021-00878-0","Siyu DaiAndreas HofmannBrian Williams","2021","http://link.springer.com/article/10.1007/s42979-021-00878-0","Article"
"Symbolic-regression boosting","Genetic Programming and Evolvable Machines","","22","3","10.1007/s10710-021-09400-0","Moshe SipperJason H. Moore","2021","http://link.springer.com/article/10.1007/s10710-021-09400-0","Article"
"Graph Embeddings for Abusive Language Detection","SN Computer Science","","2","1","10.1007/s42979-020-00413-7","Noé CécillonVincent LabatutRichard DufourGeorges Linarès","2021","http://link.springer.com/article/10.1007/s42979-020-00413-7","Article"
"M-DRL: Deep Reinforcement Learning Based Coflow Traffic Scheduler with MLFQ Threshold Adaption","International Journal of Parallel Programming","","49","5","10.1007/s10766-021-00711-4","Tianba ChenWei LiYuKang SunYunchun Li","2021","http://link.springer.com/article/10.1007/s10766-021-00711-4","Article"
"NSCT-based robust image watermarking in DC components of APDCBT using singular value decomposition","Iran Journal of Computer Science","","4","3","10.1007/s42044-020-00070-2","Chandan SahaMd. Foisal HossainMd. Asadur Rahman","2021","http://link.springer.com/article/10.1007/s42044-020-00070-2","Article"
"Analysis of Deep Learning Techniques for Tuberculosis Disease","SN Computer Science","","2","4","10.1007/s42979-021-00680-y","J. Senthil KumarS. Appavu alias BalamuruganS. Sasikala","2021","http://link.springer.com/article/10.1007/s42979-021-00680-y","Article"
"An Exploration of Online Missing Value Imputation in Non-stationary Data Stream","SN Computer Science","","2","2","10.1007/s42979-021-00459-1","Wenlu DongShang GaoXibei YangHualong Yu","2021","http://link.springer.com/article/10.1007/s42979-021-00459-1","Article"
"SAFER: Sentiment Analysis-Based FakE Review Detection in E-Commerce Using Deep Learning","SN Computer Science","","2","6","10.1007/s42979-021-00918-9","Dibyajyoti BaishyaJoon Jyoti DekaGaurav DeyPranav Kumar Singh","2021","http://link.springer.com/article/10.1007/s42979-021-00918-9","Article"
"Power flow adjustment for smart microgrid based on edge computing and multi-agent deep reinforcement learning","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00259-1","Tianjiao PuXinying WangYifan CaoZhicheng LiuChao QiuJi QiaoShuhua Zhang","2021","http://link.springer.com/article/10.1186/s13677-021-00259-1","Article"
"TuringMobile: a turing machine of oblivious mobile robots with limited visibility and its applications","Distributed Computing","","","","10.1007/s00446-021-00406-6","Giuseppe A. Di LunaPaola FlocchiniNicola SantoroGiovanni Viglietta","2021","http://link.springer.com/article/10.1007/s00446-021-00406-6","Article"
"Prediction of Arc Voltage of Electric Arc Furnace Based on Improved Back Propagation Neural Network","SN Computer Science","","2","3","10.1007/s42979-021-00556-1","K. U. VinayakaP. S. Puttaswamy","2021","http://link.springer.com/article/10.1007/s42979-021-00556-1","Article"
"Analytical Modelling and Performance Enhancement of Cooperative HARQ Scheme for Underwater Acoustic Sensor Networks","SN Computer Science","","2","2","10.1007/s42979-021-00470-6","Veerapu GouthamV. P. Harigovindan","2021","http://link.springer.com/article/10.1007/s42979-021-00470-6","Article"
"Goal-Directed Exploration for Learning Vowels and Syllables: A Computational Model of Speech Acquisition","KI - Künstliche Intelligenz","","35","1","10.1007/s13218-021-00704-y","Anja Philippsen","2021","http://link.springer.com/article/10.1007/s13218-021-00704-y","Article"
"Dense Sub-networks Discovery in Temporal Networks","SN Computer Science","","2","3","10.1007/s42979-021-00593-w","Riccardo DondiMohammad Mehdi Hosseinzadeh","2021","http://link.springer.com/article/10.1007/s42979-021-00593-w","Article"
"Benchmarks for Designing a Secure Devanagari CAPTCHA","SN Computer Science","","2","1","10.1007/s42979-020-00445-z","Mohinder KumarManish Kumar Jindal","2021","http://link.springer.com/article/10.1007/s42979-020-00445-z","Article"
"Improving Indian Spoken-Language Identification by Feature Selection in Duration Mismatch Framework","SN Computer Science","","2","6","10.1007/s42979-021-00750-1","Aarti BakshiSunil Kumar Kopparapu","2021","http://link.springer.com/article/10.1007/s42979-021-00750-1","Article"
"Multiplicative Holts Winter Model for Trend Analysis and Forecasting of COVID-19 Spread in India","SN Computer Science","","2","5","10.1007/s42979-021-00808-0","H. SwapnarekhaHimansu Sekhar BeheraJanmenjoy NayakBighnaraj NaikP. Suresh Kumar","2021","http://link.springer.com/article/10.1007/s42979-021-00808-0","Article"
"Diagnosis-Steganography-Transmission: An Innovative Integrated Paradigm for ECG Healthcare","SN Computer Science","","2","4","10.1007/s42979-021-00721-6","Neerja SahuDongming PengHamid Sharif","2021","http://link.springer.com/article/10.1007/s42979-021-00721-6","Article"
"ID-Based Plaintext Checkable Signcryption with Equality Test in Healthcare Systems","SN Computer Science","","2","1","10.1007/s42979-020-00436-0","Seth AlornyoMustapha Adamu MohammedBright Selorm AnibrikaMichael Asante","2021","http://link.springer.com/article/10.1007/s42979-020-00436-0","Article"
"Automated narrative planning model extension","Autonomous Agents and Multi-Agent Systems","","35","2","10.1007/s10458-021-09501-1","Julie PorteousJoão F. FerreiraAlan LindsayMarc Cavazza","2021","http://link.springer.com/article/10.1007/s10458-021-09501-1","Article"
"Learning by Enhancing Half-Baked AI Projects","KI - Künstliche Intelligenz","","35","2","10.1007/s13218-021-00732-8","Ken KahnNiall Winters","2021","http://link.springer.com/article/10.1007/s13218-021-00732-8","Article"
